,Octave,MIDI Note,Note,time,value
511042,5,66,F#,3992,0.12197899414568421
511043,5,67,G,3992,0.12796834052358982
511050,6,74,D,3992,0.10894356962016376
511051,6,75,D#,3992,0.12080216883597872
511052,6,76,E,3992,0.10970510290332583
511055,6,79,G,3992,0.10461313434263578
511056,6,80,G#,3992,0.23277966773471356
511057,6,81,A,3992,0.14327690688252284
511062,7,86,D,3992,0.1298113392741709
511066,7,90,F#,3992,0.10455722148194523
511068,7,92,G#,3992,0.11569906752205476
511070,7,94,A#,3992,0.21248767764385793
511071,7,95,B,3992,0.21596671031793405
511072,8,96,C,3992,0.16948678558689279
511080,8,104,G#,3992,0.16163518240381416
511081,8,105,A,3992,0.11175199177457423
511090,9,114,F#,3992,0.1345946287276409
511134,2,30,F#,3993,0.11693452991207494
511153,4,49,C#,3993,0.10616240613038311
511154,4,50,D,3993,0.1160148094734969
511164,5,60,C,3993,0.1250800509653771
511165,5,61,C#,3993,0.4588393830884463
511166,5,62,D,3993,0.39078014820013685
511167,5,63,D#,3993,0.1419993958110586
511170,5,66,F#,3993,0.11513106141089806
511174,5,70,A#,3993,0.1579708958175493
511175,5,71,B,3993,0.1380947029858441
511177,6,73,C#,3993,0.12563815343470763
511178,6,74,D,3993,0.10884568290404906
511179,6,75,D#,3993,0.14049514268087604
511180,6,76,E,3993,0.21188653989032336
511181,6,77,F,3993,0.10688853454444781
511182,6,78,F#,3993,0.1344907932238915
511183,6,79,G,3993,0.137145353264606
511184,6,80,G#,3993,0.14914061804359457
511185,6,81,A,3993,0.12917230410773103
511191,7,87,D#,3993,0.1283332770786194
511193,7,89,F,3993,0.10625116031513768
511194,7,90,F#,3993,0.1077587718705712
511197,7,93,A,3993,0.17370318368531937
511198,7,94,A#,3993,0.1654717204011996
511199,7,95,B,3993,0.3669706055405108
511200,8,96,C,3993,0.4380625190525888
511201,8,97,C#,3993,0.24212159659156743
511202,8,98,D,3993,0.15862521357124487
511203,8,99,D#,3993,0.1130960919659231
511204,8,100,E,3993,0.1265837409184664
511207,8,103,G,3993,0.1039808537722823
511218,9,114,F#,3993,0.12529403678320797
511262,2,30,F#,3994,0.11086192554338
511282,4,50,D,3994,0.10267095678534754
511293,5,61,C#,3994,0.40005594043187936
511294,5,62,D,3994,0.3489422487769413
511295,5,63,D#,3994,0.11616671812922369
511298,5,66,F#,3994,0.1100859138520523
511299,5,67,G,3994,0.14092727447972594
511304,6,72,C,3994,0.10308497650615313
511306,6,74,D,3994,0.17224943966905107
511308,6,76,E,3994,0.1573405681444059
511312,6,80,G#,3994,0.1298249179605379
511313,6,81,A,3994,0.2056800135529045
511314,6,82,A#,3994,0.13832987179503764
511315,6,83,B,3994,0.15469198325518788
511316,7,84,C,3994,0.2090719706734072
511318,7,86,D,3994,0.1504869937030488
511319,7,87,D#,3994,0.15431158195899292
511326,7,94,A#,3994,0.12921878287616195
511327,7,95,B,3994,0.2040097654194218
511328,8,96,C,3994,0.2279237570278793
511329,8,97,C#,3994,0.2264536492554724
511330,8,98,D,3994,0.10791495484147154
511334,8,102,F#,3994,0.11187042739806768
511335,8,103,G,3994,0.22117409111630526
511336,8,104,G#,3994,0.22352940672752789
511337,8,105,A,3994,0.12774535317599797
511350,9,118,A#,3994,0.11677303971797687
511351,9,119,B,3994,0.11733245023266928
511390,2,30,F#,3995,0.10107428961559164
511420,5,60,C,3995,0.10099746759372463
511421,5,61,C#,3995,0.3744835800356697
511422,5,62,D,3995,0.31283335470006995
511424,5,64,E,3995,0.10270771620739731
511426,5,66,F#,3995,0.10004013772383867
511427,5,67,G,3995,0.10852194027036775
511431,5,71,B,3995,0.1297146450981523
511438,6,78,F#,3995,0.11118176473900244
511440,6,80,G#,3995,0.10169411698903731
511441,6,81,A,3995,0.13708411377525978
511444,7,84,C,3995,0.10200345527601463
511445,7,85,C#,3995,0.15027273966960147
511446,7,86,D,3995,0.11111046293749387
511447,7,87,D#,3995,0.14025693628307145
511448,7,88,E,3995,0.2489100991009891
511449,7,89,F,3995,0.18540529630005037
511454,7,94,A#,3995,0.10401448185515408
511455,7,95,B,3995,0.11763934182052334
511456,8,96,C,3995,0.20016149579248313
511457,8,97,C#,3995,0.11441968529164344
511549,5,61,C#,3996,0.37589004653212116
511550,5,62,D,3996,0.35134490256856954
511554,5,66,F#,3996,0.15355166083634034
511555,5,67,G,3996,0.16978890400302588
511557,5,69,A,3996,0.14642544008897942
511558,5,70,A#,3996,0.11971932458447807
511568,6,80,G#,3996,0.10484969953749243
511569,6,81,A,3996,0.11931445682650782
511570,6,82,A#,3996,0.1843877305585437
511571,6,83,B,3996,0.2506970009060727
511572,7,84,C,3996,0.21914563449976182
511573,7,85,C#,3996,0.14059690250755907
511575,7,87,D#,3996,0.12347163023736465
511576,7,88,E,3996,0.20030362033018864
511577,7,89,F,3996,0.1752704166016717
511578,7,90,F#,3996,0.10472907291686473
511581,7,93,A,3996,0.1001761825054406
511582,7,94,A#,3996,0.10532597820372983
511585,8,97,C#,3996,0.13241612355584217
511586,8,98,D,3996,0.2518330612515279
511587,8,99,D#,3996,0.20398156542580656
511590,8,102,F#,3996,0.15407798024754626
511591,8,103,G,3996,0.11436993959620985
511676,5,60,C,3997,0.17834918487726484
511677,5,61,C#,3997,0.40589126718889507
511678,5,62,D,3997,0.39860737657982154
511679,5,63,D#,3997,0.26654441495223413
511680,5,64,E,3997,0.16925363221691364
511682,5,66,F#,3997,0.17804561505298286
511683,5,67,G,3997,0.22220087143264883
511684,5,68,G#,3997,0.1270858970661293
511691,6,75,D#,3997,0.13677051608304017
511694,6,78,F#,3997,0.13561729975166775
511700,7,84,C,3997,0.14460739144173085
511701,7,85,C#,3997,0.10238863437851126
511703,7,87,D#,3997,0.16296003254265154
511705,7,89,F,3997,0.10996542178551225
511713,8,97,C#,3997,0.12210048481968667
511722,8,106,A#,3997,0.10107704653170309
511723,8,107,B,3997,0.11020023461966524
511802,4,58,A#,3998,0.11373794167225001
511804,5,60,C,3998,0.23368287975317154
511805,5,61,C#,3998,0.22636139083394127
511807,5,63,D#,3998,0.1885286358378105
511808,5,64,E,3998,0.2815636274494087
511809,5,65,F,3998,0.2381317814381153
511810,5,66,F#,3998,0.3468429196645013
511811,5,67,G,3998,0.3109694620536102
511812,5,68,G#,3998,0.2122596039393502
511813,5,69,A,3998,0.18171039996218907
511814,5,70,A#,3998,0.14202336406692137
511815,5,71,B,3998,0.11043468762050271
511818,6,74,D,3998,0.10549169903078635
511821,6,77,F,3998,0.21115384722519634
511822,6,78,F#,3998,0.39018128644937483
511823,6,79,G,3998,0.3148937694148686
511824,6,80,G#,3998,0.17996909561726857
511827,6,83,B,3998,0.10479804755061918
511830,7,86,D,3998,0.1089891645332357
511836,7,92,G#,3998,0.16215008080151955
511837,7,93,A,3998,0.21086634912074562
511838,7,94,A#,3998,0.16807102696504378
511843,8,99,D#,3998,0.14563528776552223
511844,8,100,E,3998,0.14120791188985632
511930,4,58,A#,3999,0.16406259749847787
511931,4,59,B,3999,0.20850213779443214
511932,5,60,C,3999,0.18980653759762553
511936,5,64,E,3999,0.11285040243025106
511938,5,66,F#,3999,0.2677699307889229
511939,5,67,G,3999,0.2706931818407035
511941,5,69,A,3999,0.15405943098865324
511942,5,70,A#,3999,0.14865554490301586
511948,6,76,E,3999,0.2530744568846267
511949,6,77,F,3999,0.310584935632568
511950,6,78,F#,3999,0.6946361560359832
511951,6,79,G,3999,0.536383881339822
511952,6,80,G#,3999,0.4139339994276518
511953,6,81,A,3999,0.3791529589746499
511954,6,82,A#,3999,0.14380350610158263
511956,7,84,C,3999,0.13527311062602035
511957,7,85,C#,3999,0.28672331841843757
511958,7,86,D,3999,0.3523426977929737
511959,7,87,D#,3999,0.1627971713219168
511962,7,90,F#,3999,0.11317257665797281
511963,7,91,G,3999,0.19662976427704917
511969,8,97,C#,3999,0.17388265521525983
511971,8,99,D#,3999,0.12793100230237733
511972,8,100,E,3999,0.10209410254229132
511978,8,106,A#,3999,0.10744613105692169
512058,4,58,A#,4000,0.11914673361452656
512059,4,59,B,4000,0.11089303507464535
512066,5,66,F#,4000,0.28849589743275705
512067,5,67,G,4000,0.2531773271509927
512073,6,73,C#,4000,0.16970696732508195
512074,6,74,D,4000,0.2078081518434045
512076,6,76,E,4000,0.3292974181911214
512077,6,77,F,4000,0.21438170448998917
512078,6,78,F#,4000,0.22355463083493007
512079,6,79,G,4000,0.2072225910174681
512080,6,80,G#,4000,0.5993854923037801
512081,6,81,A,4000,0.5237579600041089
512082,6,82,A#,4000,0.148019070983023
512083,6,83,B,4000,0.2675684943679043
512084,7,84,C,4000,0.25545444082760677
512085,7,85,C#,4000,0.19747165851056594
512086,7,86,D,4000,0.2007689137915521
512087,7,87,D#,4000,0.12961436649506183
512088,7,88,E,4000,0.13548529399871
512089,7,89,F,4000,0.19288261477523824
512090,7,90,F#,4000,0.1653294410283592
512091,7,91,G,4000,0.15253836846221033
512092,7,92,G#,4000,0.13806928476783778
512093,7,93,A,4000,0.16100717782356477
512094,7,94,A#,4000,0.16797861055400382
512096,8,96,C,4000,0.12158117342987096
512097,8,97,C#,4000,0.1372522103818311
512191,5,63,D#,4001,0.11674964338313265
512192,5,64,E,4001,0.13472031918797023
512194,5,66,F#,4001,0.2729954831662905
512195,5,67,G,4001,0.27934644146605714
512197,5,69,A,4001,0.11026455331479083
512198,5,70,A#,4001,0.13599793526449278
512199,5,71,B,4001,0.12530701100277214
512200,6,72,C,4001,0.137920797586775
512201,6,73,C#,4001,0.15842917695863565
512205,6,77,F,4001,0.23601389061026973
512206,6,78,F#,4001,0.3962555922026937
512207,6,79,G,4001,0.21056174175403328
512208,6,80,G#,4001,0.5021486453085232
512209,6,81,A,4001,0.35254006348240957
512213,7,85,C#,4001,0.1323260200721221
512214,7,86,D,4001,0.12842568781190672
512216,7,88,E,4001,0.13452949783967919
512217,7,89,F,4001,0.1194484131749636
512223,7,95,B,4001,0.12157474939668514
512224,8,96,C,4001,0.20225688726419844
512225,8,97,C#,4001,0.14032285549827533
512226,8,98,D,4001,0.16103376538773237
512227,8,99,D#,4001,0.10385412165074863
512230,8,102,F#,4001,0.17788405168857646
512231,8,103,G,4001,0.13117489276576927
512239,9,111,D#,4001,0.11156336023259697
512240,9,112,E,4001,0.10615922295971689
512320,5,64,E,4002,0.11489433886264715
512321,5,65,F,4002,0.13155276497270899
512322,5,66,F#,4002,0.35016540869325236
512323,5,67,G,4002,0.28861013490527176
512326,5,70,A#,4002,0.14688456517875703
512327,5,71,B,4002,0.19275721703775295
512328,6,72,C,4002,0.1480984194267944
512331,6,75,D#,4002,0.1228626692614425
512332,6,76,E,4002,0.14159370314410982
512333,6,77,F,4002,0.14750632706842517
512334,6,78,F#,4002,0.16667207567665665
512335,6,79,G,4002,0.10259624690746173
512336,6,80,G#,4002,0.2829865320880731
512337,6,81,A,4002,0.2257978972748391
512342,7,86,D,4002,0.1391323428364044
512350,7,94,A#,4002,0.13340147775613598
512352,8,96,C,4002,0.16171541626592506
512355,8,99,D#,4002,0.10081599136397608
512358,8,102,F#,4002,0.14353119132379186
512359,8,103,G,4002,0.14770917393212266
512373,9,117,A,4002,0.13161795559883271
512449,5,65,F,4003,0.16429564348529827
512450,5,66,F#,4003,0.3379443348875798
512451,5,67,G,4003,0.2605412971506745
512455,5,71,B,4003,0.1550133127396781
512456,6,72,C,4003,0.16695389489637957
512459,6,75,D#,4003,0.15489128313307848
512461,6,77,F,4003,0.23952764270019392
512462,6,78,F#,4003,0.23217899162949213
512463,6,79,G,4003,0.10116505011131781
512464,6,80,G#,4003,0.1607205306380729
512466,6,82,A#,4003,0.12109969177264285
512469,7,85,C#,4003,0.13732291951053782
512470,7,86,D,4003,0.2347340692779855
512471,7,87,D#,4003,0.22008092472796603
512474,7,90,F#,4003,0.12525297692719856
512475,7,91,G,4003,0.13240092174655538
512481,8,97,C#,4003,0.10745940307903337
512482,8,98,D,4003,0.1676395595254557
512483,8,99,D#,4003,0.1329779613455143
512486,8,102,F#,4003,0.1341377626752016
512570,4,58,A#,4004,0.12259696428803402
512571,4,59,B,4004,0.1113233693275589
512576,5,64,E,4004,0.11594620246573135
512578,5,66,F#,4004,0.2759543992203305
512579,5,67,G,4004,0.19559172587554766
512583,5,71,B,4004,0.2216604475731409
512584,6,72,C,4004,0.1862108986444471
512588,6,76,E,4004,0.14503258881404135
512589,6,77,F,4004,0.33448554167454475
512590,6,78,F#,4004,0.2670197667688946
512592,6,80,G#,4004,0.24849857206968765
512593,6,81,A,4004,0.28036485117610876
512594,6,82,A#,4004,0.21037105601152611
512595,6,83,B,4004,0.18006033893982734
512596,7,84,C,4004,0.1349834326478853
512597,7,85,C#,4004,0.2204820427579398
512598,7,86,D,4004,0.2072450726156457
512599,7,87,D#,4004,0.15523633509629325
512600,7,88,E,4004,0.1270984054649006
512601,7,89,F,4004,0.15296841069333345
512608,8,96,C,4004,0.13443319173593418
512616,8,104,G#,4004,0.10972391336905288
512698,4,58,A#,4005,0.13916599968220425
512699,4,59,B,4005,0.1859630572703575
512700,5,60,C,4005,0.1040985890920743
512701,5,61,C#,4005,0.11439086127785553
512702,5,62,D,4005,0.1813197327238311
512704,5,64,E,4005,0.20010033212585643
512705,5,65,F,4005,0.10077344704495964
512706,5,66,F#,4005,0.2554196817132854
512707,5,67,G,4005,0.3066775974688676
512708,5,68,G#,4005,0.149720435551591
512709,5,69,A,4005,0.15547080218649859
512711,5,71,B,4005,0.1578237136031111
512712,6,72,C,4005,0.10748086571417796
512714,6,74,D,4005,0.11857708756961971
512715,6,75,D#,4005,0.22076200973400012
512716,6,76,E,4005,0.383319174472317
512717,6,77,F,4005,0.2960255873529567
512718,6,78,F#,4005,0.11774804512875474
512719,6,79,G,4005,0.15318617212019855
512720,6,80,G#,4005,0.10194871323336412
512721,6,81,A,4005,0.17278161951161133
512722,6,82,A#,4005,0.14785429479236462
512727,7,87,D#,4005,0.11089973295139391
512728,7,88,E,4005,0.11216493882423204
512731,7,91,G,4005,0.1215042591931159
512732,7,92,G#,4005,0.10694290651279827
512735,7,95,B,4005,0.10231732750172208
512738,8,98,D,4005,0.10210278135666895
512828,5,60,C,4006,0.15892514444496017
512829,5,61,C#,4006,0.2860860705186224
512830,5,62,D,4006,0.4620464037898164
512831,5,63,D#,4006,0.4855615124678882
512832,5,64,E,4006,0.35596726012597446
512833,5,65,F,4006,0.1663504838789536
512834,5,66,F#,4006,0.24950153470556985
512835,5,67,G,4006,0.26039977996423874
512836,5,68,G#,4006,0.14381342406053924
512837,5,69,A,4006,0.11219465792568799
512838,5,70,A#,4006,0.1419779963969207
512839,5,71,B,4006,0.22318520429355465
512840,6,72,C,4006,0.13990069435168037
512842,6,74,D,4006,0.17784901997332458
512843,6,75,D#,4006,0.28783371887897863
512844,6,76,E,4006,0.29995551899402795
512845,6,77,F,4006,0.19566916839917126
512846,6,78,F#,4006,0.1263406330217611
512847,6,79,G,4006,0.11784740935546496
512849,6,81,A,4006,0.10562561077333352
512850,6,82,A#,4006,0.11160310089078646
512851,6,83,B,4006,0.17849090659040534
512852,7,84,C,4006,0.31292791426368105
512853,7,85,C#,4006,0.21568312027105713
512854,7,86,D,4006,0.1378214377873208
512855,7,87,D#,4006,0.17283682363543768
512856,7,88,E,4006,0.11423152599770035
512857,7,89,F,4006,0.10902379379100588
512859,7,91,G,4006,0.21448637315454683
512860,7,92,G#,4006,0.21382252640045965
512861,7,93,A,4006,0.1360015925750353
512862,7,94,A#,4006,0.13856711516040504
512864,8,96,C,4006,0.10111263958728181
512865,8,97,C#,4006,0.15604244143000287
512866,8,98,D,4006,0.22117359229817152
512867,8,99,D#,4006,0.21590837695093207
512868,8,100,E,4006,0.10900324971551291
512871,8,103,G,4006,0.13446607309968864
512872,8,104,G#,4006,0.11631061377349732
512873,8,105,A,4006,0.1122643887174642
512874,8,106,A#,4006,0.13994585209211688
512956,5,60,C,4007,0.10466594222518616
512957,5,61,C#,4007,0.33143002881042405
512958,5,62,D,4007,0.34852619298762355
512959,5,63,D#,4007,0.1795246336704071
512960,5,64,E,4007,0.1714601834795455
512961,5,65,F,4007,0.1701300850574477
512964,5,68,G#,4007,0.10247034058786479
512966,5,70,A#,4007,0.1877353587679393
512967,5,71,B,4007,0.11225677244903626
512971,6,75,D#,4007,0.17222767317016782
512972,6,76,E,4007,0.22463936097670437
512974,6,78,F#,4007,0.160735243365036
512975,6,79,G,4007,0.14271136405131832
512976,6,80,G#,4007,0.13605806934968181
512979,6,83,B,4007,0.10365421575940316
512980,7,84,C,4007,0.16599007331949292
512981,7,85,C#,4007,0.22725903843125733
512982,7,86,D,4007,0.10890936554142125
512983,7,87,D#,4007,0.15790336890105783
512985,7,89,F,4007,0.11181341713602434
512986,7,90,F#,4007,0.10207585559775689
512991,7,95,B,4007,0.13617627344957148
512992,8,96,C,4007,0.1466119201288752
512994,8,98,D,4007,0.1768313350241218
512995,8,99,D#,4007,0.15056932426942582
512999,8,103,G,4007,0.10558532110963136
513000,8,104,G#,4007,0.18273977677090741
513001,8,105,A,4007,0.10749780731403831
513085,5,61,C#,4008,0.18601274500144835
513086,5,62,D,4008,0.13081551851476128
513090,5,66,F#,4008,0.12252932412103094
513092,5,68,G#,4008,0.16083635856776657
513094,5,70,A#,4008,0.10574234037335521
513095,5,71,B,4008,0.12143793862341591
513098,6,74,D,4008,0.12768698428216144
513099,6,75,D#,4008,0.1461370455854271
513102,6,78,F#,4008,0.11575121391210681
513108,7,84,C,4008,0.13772441634773164
513109,7,85,C#,4008,0.1901658318305845
513112,7,88,E,4008,0.11911786007406101
513113,7,89,F,4008,0.1095845500218637
513114,7,90,F#,4008,0.215479672650771
513115,7,91,G,4008,0.25690247686702883
513116,7,92,G#,4008,0.14739540824751945
513117,7,93,A,4008,0.16927199607493612
513118,7,94,A#,4008,0.19878080385800861
513119,7,95,B,4008,0.18544915515166405
513120,8,96,C,4008,0.25713186222771883
513121,8,97,C#,4008,0.24070593687415442
513122,8,98,D,4008,0.14756749037667566
513124,8,100,E,4008,0.19487731280105133
513125,8,101,F,4008,0.21140823040725498
513126,8,102,F#,4008,0.15962038678610366
513213,5,61,C#,4009,0.15281729630686336
513214,5,62,D,4009,0.12376016741317991
513218,5,66,F#,4009,0.15400832097176306
513219,5,67,G,4009,0.16957746041101415
513220,5,68,G#,4009,0.13629287409418703
513227,6,75,D#,4009,0.1305646901303394
513228,6,76,E,4009,0.16490030834037064
513230,6,78,F#,4009,0.11046023618149164
513232,6,80,G#,4009,0.1402793186967413
513233,6,81,A,4009,0.17161143209088878
513236,7,84,C,4009,0.13925522453000544
513238,7,86,D,4009,0.12786950906995873
513239,7,87,D#,4009,0.27254165635087335
513240,7,88,E,4009,0.3707752121413691
513241,7,89,F,4009,0.2492681313948839
513242,7,90,F#,4009,0.13798101888060177
513247,7,95,B,4009,0.15139646763719683
513248,8,96,C,4009,0.26354163235502187
513249,8,97,C#,4009,0.21669200366027644
513251,8,99,D#,4009,0.1265182417843931
513252,8,100,E,4009,0.18302818106000943
513253,8,101,F,4009,0.19565278348715404
513254,8,102,F#,4009,0.18214437854123702
513257,8,105,A,4009,0.1534855089382092
513258,8,106,A#,4009,0.11508461867291782
513341,5,61,C#,4010,0.15190787717645077
513342,5,62,D,4010,0.13444336484672859
513346,5,66,F#,4010,0.14344776784764743
513347,5,67,G,4010,0.12967659771056586
513350,5,70,A#,4010,0.14132386520153947
513351,5,71,B,4010,0.11323891197723948
513354,6,74,D,4010,0.11116093549309038
513355,6,75,D#,4010,0.1345809164088442
513356,6,76,E,4010,0.10477109461912566
513358,6,78,F#,4010,0.14754630445352038
513359,6,79,G,4010,0.13526890832252206
513360,6,80,G#,4010,0.15437091923941543
513362,6,82,A#,4010,0.144361215639091
513364,7,84,C,4010,0.28517089763941383
513365,7,85,C#,4010,0.2847979006682527
513366,7,86,D,4010,0.1645301228380765
513367,7,87,D#,4010,0.10947079465137605
513368,7,88,E,4010,0.1681995118438957
513371,7,91,G,4010,0.10124680540697634
513372,7,92,G#,4010,0.11000308340281503
513377,8,97,C#,4010,0.14393326088808367
513378,8,98,D,4010,0.1050447840001405
513421,1,13,C#,4011,0.10415626477738112
513469,5,61,C#,4011,0.1528551632522786
513470,5,62,D,4011,0.14361823805083504
513477,5,69,A,4011,0.10676255692059954
513478,5,70,A#,4011,0.1389686576316769
513479,5,71,B,4011,0.12121306392221871
513483,6,75,D#,4011,0.14933892228693552
513484,6,76,E,4011,0.15263527233288163
513490,6,82,A#,4011,0.19713771458364582
513491,6,83,B,4011,0.218367850371829
513492,7,84,C,4011,0.15168732766960355
513493,7,85,C#,4011,0.24853427366313424
513494,7,86,D,4011,0.2321915540831456
513495,7,87,D#,4011,0.19778099807859387
513496,7,88,E,4011,0.11548834821356209
513502,7,94,A#,4011,0.16771963812413238
513503,7,95,B,4011,0.35875868188562243
513504,8,96,C,4011,0.3508177985353392
513505,8,97,C#,4011,0.20263507733965758
513506,8,98,D,4011,0.19084678808841915
513507,8,99,D#,4011,0.15871349706839102
513509,8,101,F,4011,0.13114890389901693
513510,8,102,F#,4011,0.1842157179991176
513511,8,103,G,4011,0.14650859172797878
513549,1,13,C#,4012,0.10869479372110959
513578,3,42,F#,4012,0.11039109875166107
513596,5,60,C,4012,0.10097139009817097
513597,5,61,C#,4012,0.14851690413196128
513599,5,63,D#,4012,0.14562227085619664
513600,5,64,E,4012,0.11346042300296977
513603,5,67,G,4012,0.10797103639826976
513612,6,76,E,4012,0.14185005734653902
513613,6,77,F,4012,0.1112862754007336
513614,6,78,F#,4012,0.10125875099139374
513615,6,79,G,4012,0.10032764854560651
513622,7,86,D,4012,0.14835613955038288
513623,7,87,D#,4012,0.18432716664452561
513625,7,89,F,4012,0.10564590230501855
513626,7,90,F#,4012,0.15058825898924685
513627,7,91,G,4012,0.1277960515620435
513629,7,93,A,4012,0.11591184231410613
513630,7,94,A#,4012,0.12482380534635779
513631,7,95,B,4012,0.15776406444561764
513632,8,96,C,4012,0.16111543499293704
513633,8,97,C#,4012,0.227803034734132
513634,8,98,D,4012,0.16161323414306447
513637,8,101,F,4012,0.11179442082237949
513638,8,102,F#,4012,0.11564932651324122
513639,8,103,G,4012,0.12938692094236187
513640,8,104,G#,4012,0.14115446991925978
513677,1,13,C#,4013,0.11289945836567272
513705,3,41,F,4013,0.11586594369610617
513706,3,42,F#,4013,0.13290975354087942
513722,4,58,A#,4013,0.11221961280049099
513724,5,60,C,4013,0.2295385434037437
513725,5,61,C#,4013,0.2627511008850284
513726,5,62,D,4013,0.19918555375498445
513727,5,63,D#,4013,0.23649079695477238
513728,5,64,E,4013,0.2804097007532164
513729,5,65,F,4013,0.20562917675512662
513732,5,68,G#,4013,0.22703351284015857
513733,5,69,A,4013,0.3416843726467219
513734,5,70,A#,4013,0.21651046052423
513741,6,77,F,4013,0.16579350592277764
513742,6,78,F#,4013,0.19108935552157702
513744,6,80,G#,4013,0.16812147838415334
513748,7,84,C,4013,0.11491570293221921
513757,7,93,A,4013,0.1717662404833834
513758,7,94,A#,4013,0.19276350478434023
513759,7,95,B,4013,0.14026677372357124
513761,8,97,C#,4013,0.11724513077115752
513762,8,98,D,4013,0.10472997901946801
513766,8,102,F#,4013,0.1497444259283337
513768,8,104,G#,4013,0.1175076246616068
513769,8,105,A,4013,0.1424986174135568
513770,8,106,A#,4013,0.10018893197196112
513805,1,13,C#,4014,0.11675097875157246
513833,3,41,F,4014,0.11723414495213305
513834,3,42,F#,4014,0.14024503114231124
513850,4,58,A#,4014,0.16835932756545474
513851,4,59,B,4014,0.2160877294630707
513852,5,60,C,4014,0.2223340393792731
513853,5,61,C#,4014,0.25233514850434513
513854,5,62,D,4014,0.13585243672664418
513856,5,64,E,4014,0.10647024717872985
513858,5,66,F#,4014,0.10689394904467882
513859,5,67,G,4014,0.10548832523153588
513860,5,68,G#,4014,0.12634658099722726
513861,5,69,A,4014,0.14887029784043423
513862,5,70,A#,4014,0.19958089679515875
513863,5,71,B,4014,0.1458255824400377
513867,6,75,D#,4014,0.2220164643742048
513868,6,76,E,4014,0.2162813076126913
513869,6,77,F,4014,0.176647613128831
513872,6,80,G#,4014,0.10493969711036867
513873,6,81,A,4014,0.12011498855182966
513879,7,87,D#,4014,0.19038105722723783
513880,7,88,E,4014,0.2063032835160445
513881,7,89,F,4014,0.16438611771345502
513882,7,90,F#,4014,0.13329148558441187
513884,7,92,G#,4014,0.18628163468668563
513885,7,93,A,4014,0.28760775235235236
513886,7,94,A#,4014,0.2781591641973903
513887,7,95,B,4014,0.13769454482570662
513888,8,96,C,4014,0.13366908550369197
513892,8,100,E,4014,0.10911012738624175
513933,1,13,C#,4015,0.12016250728798702
513961,3,41,F,4015,0.10070682779825745
513962,3,42,F#,4015,0.1298396848781435
513978,4,58,A#,4015,0.14531166936278037
513979,4,59,B,4015,0.12618345365554345
513982,5,62,D,4015,0.10203869119758424
513984,5,64,E,4015,0.1258468320972188
513985,5,65,F,4015,0.11125520777380205
513990,5,70,A#,4015,0.11421594796026295
513995,6,75,D#,4015,0.14929609357239773
513996,6,76,E,4015,0.13247429347470127
513997,6,77,F,4015,0.2322198999804697
513998,6,78,F#,4015,0.3028123952702647
513999,6,79,G,4015,0.12400378895509628
514000,6,80,G#,4015,0.24208465331704082
514001,6,81,A,4015,0.2393376041547293
514003,6,83,B,4015,0.2007323615269367
514004,7,84,C,4015,0.159113247292501
514005,7,85,C#,4015,0.13540761656353406
514006,7,86,D,4015,0.22752879432958384
514007,7,87,D#,4015,0.13396641162901884
514008,7,88,E,4015,0.10222226965270455
514013,7,93,A,4015,0.12406482670197481
514016,8,96,C,4015,0.106398227674571
514018,8,98,D,4015,0.1321604085414804
514019,8,99,D#,4015,0.16116878080879934
514020,8,100,E,4015,0.14325744623335027
514061,1,13,C#,4016,0.12312535819299839
514090,3,42,F#,4016,0.10583642058270869
514106,4,58,A#,4016,0.161316211165639
514107,4,59,B,4016,0.13915788491736347
514118,5,70,A#,4016,0.11043133861317612
514119,5,71,B,4016,0.17317771133680485
514120,6,72,C,4016,0.13164977174516565
514125,6,77,F,4016,0.14129491961499105
514126,6,78,F#,4016,0.25387648420405867
514127,6,79,G,4016,0.23843712250984206
514128,6,80,G#,4016,0.27285970212980665
514129,6,81,A,4016,0.25080097287023695
514130,6,82,A#,4016,0.15158546473795
514131,6,83,B,4016,0.138353339215145
514132,7,84,C,4016,0.15896072875466938
514133,7,85,C#,4016,0.1423677082765789
514134,7,86,D,4016,0.1771076592517982
514136,7,88,E,4016,0.16731066595677688
514137,7,89,F,4016,0.10702923166538664
514141,7,93,A,4016,0.16738874052308647
514142,7,94,A#,4016,0.16640157389216553
514143,7,95,B,4016,0.10255052551874513
514144,8,96,C,4016,0.1275108111834448
514145,8,97,C#,4016,0.18152612592750206
514146,8,98,D,4016,0.26914318578378754
514147,8,99,D#,4016,0.3135668584146242
514148,8,100,E,4016,0.1600971555003705
514189,1,13,C#,4017,0.12559706932100728
514234,4,58,A#,4017,0.22203426459630043
514235,4,59,B,4017,0.19908330357696977
514242,5,66,F#,4017,0.16890107769695473
514243,5,67,G,4017,0.16638619512882588
514246,5,70,A#,4017,0.12942775151950633
514256,6,80,G#,4017,0.4402937521101406
514257,6,81,A,4017,0.47370550991797555
514258,6,82,A#,4017,0.23324701457757765
514259,6,83,B,4017,0.18125877787570097
514260,7,84,C,4017,0.1333419500496491
514264,7,88,E,4017,0.10004261542227418
514266,7,90,F#,4017,0.10136174252320605
514267,7,91,G,4017,0.1394121126149861
514268,7,92,G#,4017,0.13670584936413047
514271,7,95,B,4017,0.15295882239876354
514272,8,96,C,4017,0.2597849682644125
514273,8,97,C#,4017,0.16940963349225582
514274,8,98,D,4017,0.23483154710664234
